ip_address,network,continent_code,continent_name,country_is_in_european_union,country_iso_code,country_name,subdivision_iso_code,subdivision_name,city_name,metro_code,postal_code,latitude,longitude,accuracy_radius,registered_country_is_in_european_union,registered_country_iso_code,represented_country_is_in_european_union,represented_country_iso_code,represented_country_type,is_anonymous_proxy,is_satellite_provider,autonomous_system_number,autonomous_system_organization,domain,isp,organization,static_ip_score,user_type,country_confidence,subdivision_confidence,city_confidence,postal_confidence,population_density,average_income,user_count,is_anonymous,is_anonymous_vpn,is_tor_exit_node,is_hosting_provider,is_public_proxy,error
193.228.56.111,193.228.56.96/27,EU,Europe,1,IT,Italy,MI,Milan,Milan,,20121,45.4681,9.2011,500,1,IT,,,,,,204287,HostRoyale Technologies Pvt Ltd,,Rackspot LLC,Rackspot LLC,,hosting,99,,0,0,,,,1,,,1,,
36.255.86.235,36.255.86.234/31,AS,Asia,,IN,India,TN,Tamil Nadu,Hosur,,635110,12.7365,77.8326,50,,IN,,,,,,132559,Gatik Business Solutions,,Gatik Business Solutions,Gatik Business Solutions,2.4,residential,99,99,99,1,,,,1,,,,1,
85.159.48.170,85.159.48.170/32,EU,Europe,1,HU,Hungary,BU,Budapest,Budapest,,1112,47.4984,19.0404,1,1,HU,,,,,,44651,Kalasznet Kabel TV Kft,comunique.hu,Kalasznet Kabel TV Kft,Comunique-network,,business,99,99,99,50,,,1,1,,,,1,
117.196.232.43,117.196.232.40/29,AS,Asia,,IN,India,UP,Uttar Pradesh,Greater Noida,,201311,28.4962,77.536,100,,IN,,,,,,9829,National Internet Backbone,,BSNL,BSNL,28.5,residential,99,80,10,1,,,,,,,,,
185.32.120.177,185.32.120.177/32,EU,Europe,,RU,Russia,KEM,Kemerovo Oblast,Sheregesh,,652971,52.95,88.0333,20,,RU,,,,,,51583,LLC Kuzbass phone networks,,LLC Kuzbass phone networks,LLC Kuzbass phone networks,,residential,99,99,90,30,,,5,1,,,,1,
59.108.125.241,59.108.124.0/23,AS,Asia,,CN,China,BJ,Beijing,Beijing,,,39.9288,116.3889,1,,CN,,,,,,4847,China Networks Inter-Exchange,,China Telecom Beijing,China Telecom Beijing,,business,99,90,90,,,,,,,,,,
37.220.22.180,37.220.22.180/32,EU,Europe,1,GB,United Kingdom,,,,,,51.4964,-0.1224,200,1,GB,,,,,,20860,Iomart Cloud Services Limited,redstation.co.uk,Redstation Limited,Dedicated Server Hosting,,hosting,99,,,,,,1,1,,,1,,
40.118.120.251,40.118.120.251/32,EU,Europe,1,NL,Netherlands,NH,North Holland,Amsterdam,,1091,52.3534,4.9087,1000,,US,,,,,,8075,Microsoft Corporation,,Microsoft Corporation,Microsoft Azure,,hosting,99,0,0,0,,,,1,,,1,1,
77.81.107.26,77.81.107.26/32,EU,Europe,1,GB,United Kingdom,MAN,Manchester,Manchester,,M32,53.4507,-2.3186,200,1,RO,,,,,,9009,M247 Ltd,,Virtono Networks SRL,Virtono Networks SRL,,hosting,99,,0,0,,,1,1,,,1,,
131.153.31.221,131.153.31.128/25,NA,North America,,US,United States,GA,Georgia,Atlanta,524,30301,33.7485,-84.3871,1000,,US,,,,,,11572,PhoenixNAP LLC,,PhoenixNAP LLC,PhoenixNAP LLC,,hosting,99,10,10,10,1584,28015,,1,,,1,,
152.89.8.182,152.89.8.0/22,AF,Africa,,ZA,South Africa,GT,Gauteng,Johannesburg,,2000,-26.2309,28.0583,500,,ZA,,,,,,48095,Xt Global Networks Ltd.,,Terra Nova Internet Operations Ltd.,Xt Global Networks Ltd.,,hosting,99,60,20,0,,,,1,,,1,,
198.23.169.22,198.23.169.16/28,NA,North America,,US,United States,NY,New York,New York,501,10004,40.7145,-74.0029,500,,US,,,,,,36352,ColoCrossing,colocrossing.com,ColoCrossing,ColoCrossing,,hosting,90,60,10,10,8191,26260,,1,,,1,,
209.99.171.162,209.99.171.160/27,NA,North America,,US,United States,,,,,,37.751,-97.822,1000,,US,,,,,,58964,IGIGLE HOST,,Connectionet Solutions,Igigle Host,,hosting,99,,,,,,,1,,,1,,
154.16.12.241,154.16.12.128/25,EU,Europe,1,DE,Germany,,,,,,51.2993,9.491,500,1,DE,,,,,,61317,Digital Energy Technologies Ltd.,,Host1Plus,Host1Plus,,hosting,99,,,,,,,1,,,1,,
183.30.187.26,183.30.187.26/32,AS,Asia,,CN,China,GD,Guangdong,Guangzhou,,,23.1167,113.25,100,,CN,,,,,,4134,"No.31,Jin-rong Street",,China Telecom,China Telecom,5,residential,99,80,60,,,,,,,,,,
207.66.104.171,207.66.104.0/23,EU,Europe,1,GB,United Kingdom,ENG,England,London,,EC2V,51.5164,-0.093,1000,,US,,,,,,42831,UK Dedicated Servers Limited,,Hype Enterprises,Hype Enterprises,,hosting,99,0,0,0,,,,1,,,1,,
152.89.8.210,152.89.8.0/22,AF,Africa,,ZA,South Africa,GT,Gauteng,Johannesburg,,2000,-26.2309,28.0583,500,,ZA,,,,,,48095,Xt Global Networks Ltd.,,Terra Nova Internet Operations Ltd.,Xt Global Networks Ltd.,,hosting,99,60,20,0,,,,1,,,1,,
37.115.206.78,37.115.206.64/26,EU,Europe,,UA,Ukraine,30,Kyiv City,Kyiv,,03170,50.4543,30.5251,20,,UA,,,,,,15895,Kyivstar PJSC,kyivstar.net,Kyivstar PJSC,Kyivstar,32.6,residential,99,80,80,10,,,,,,,,,
185.38.250.76,185.38.250.0/23,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,197226,sprint S.A.,sprintdatacenter.net,Sprint,Sprint,26.5,business,99,,,,,,,,,,,,
94.180.237.187,94.180.237.176/28,EU,Europe,,RU,Russia,TA,Tatarstan Republic,Kazan’,,422528,55.7666,49.1686,1,,RU,,,,,,41668,JSC ER-Telecom Holding,ertelecom.ru,JSC ER-Telecom Holding,ER-Telecom,18,residential,99,90,90,1,,,,,,,,,
91.236.74.4,91.236.74.0/28,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,198540,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr inz. Andrzej Niechcial,,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,,residential,99,,,,,,,,,,,,
109.184.186.138,109.184.186.128/28,EU,Europe,,RU,Russia,NIZ,Nizhny Novgorod Oblast,Nizhniy Novgorod,,603000,56.3283,44.0019,50,,RU,,,,,,12389,Rostelecom,mts-nn.ru,Rostelecom,Rostelecom,43.7,residential,99,90,30,10,,,,,,,,,
93.100.228.17,93.100.228.16/28,EU,Europe,,RU,Russia,SPE,St.-Petersburg,St Petersburg,,190005,59.8981,30.2619,5,,RU,,,,,,35807,SkyNet Ltd.,sknt.ru,Skynet Ltd,Skynet Ltd,67.9,residential,99,70,60,1,,,,,,,,,
154.16.165.214,154.16.165.208/29,AS,Asia,,KH,Cambodia,,,,,,13,105,1000,,KH,,,,,,131178,OpenNet ISP Cambodia,,OpenNet ISP Cambodia,OpenNet ISP Cambodia,,hosting,99,,,,1489,25513,,1,1,,1,,
216.246.109.137,216.246.109.128/28,NA,North America,,US,United States,IL,Illinois,Chicago,602,60602,41.8483,-87.6517,20,,US,,,,,,36352,ColoCrossing,colocrossing.com,ColoCrossing,ColoCrossing,,hosting,99,80,50,50,1031,39283,,1,,,1,,
62.122.95.73,62.122.95.72/29,EU,Europe,,RU,Russia,VGG,Volgograd Oblast,Volzhskiy,,404100,48.7871,44.7778,1000,,RU,,,,,,47844,LLC Group Tower Telecom,ahtuba.com,LLC Group Tower Telecom,LLC Group Tower Telecom,,residential,70,70,70,10,,,,,,,,,
95.79.160.236,95.79.160.224/28,EU,Europe,,RU,Russia,NIZ,Nizhny Novgorod Oblast,Nizhniy Novgorod,,603032,56.3283,44.0019,1,,RU,,,,,,42682,JSC ER-Telecom Holding,ertelecom.ru,JSC ER-Telecom Holding,ER-Telecom,13.2,business,99,99,60,10,,,,,,,,,
91.236.74.25,91.236.74.25/32,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,198540,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr inz. Andrzej Niechcial,,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,,residential,99,,,,,,,,,,,,
91.236.74.23,91.236.74.22/31,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,198540,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr inz. Andrzej Niechcial,,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,,residential,99,,,,,,,,,,,,
183.30.182.35,183.30.182.0/24,AS,Asia,,CN,China,GD,Guangdong,Guangzhou,,,23.1167,113.25,100,,CN,,,,,,4134,"No.31,Jin-rong Street",,China Telecom,China Telecom,5,residential,99,80,60,,,,,,,,,,
91.236.74.9,91.236.74.0/28,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,198540,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr inz. Andrzej Niechcial,,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,,residential,99,,,,,,,,,,,,
91.236.74.24,91.236.74.24/32,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,198540,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr inz. Andrzej Niechcial,,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,,residential,99,,,,,,1,,,,,,
91.236.74.30,91.236.74.28/30,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,198540,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr inz. Andrzej Niechcial,,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,,residential,99,,,,,,,,,,,,
91.236.74.33,91.236.74.32/27,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,198540,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr inz. Andrzej Niechcial,,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,,residential,99,,,,,,,,,,,,
91.236.74.10,91.236.74.0/28,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,198540,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr inz. Andrzej Niechcial,,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,,residential,99,,,,,,,,,,,,
37.115.124.142,37.115.124.128/25,EU,Europe,,UA,Ukraine,30,Kyiv City,Kyiv,,03126,50.4543,30.5251,20,,UA,,,,,,15895,Kyivstar PJSC,kyivstar.net,Kyivstar PJSC,Kyivstar,32.6,residential,90,50,50,20,,,,,,,,,
91.236.74.7,91.236.74.0/28,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,198540,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr inz. Andrzej Niechcial,,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,,residential,99,,,,,,,,,,,,
91.236.74.32,91.236.74.32/27,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,198540,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr inz. Andrzej Niechcial,,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,,residential,99,,,,,,,,,,,,
5.153.178.64,5.153.178.64/30,EU,Europe,,UA,Ukraine,30,Kyiv City,Kyiv,,03048,50.4332,30.5219,200,,UA,,,,,,209595,PE Krasnyj Andrij Hennadijovych,dn.ua,LLC fticom,PE Krasnyj Andrij Hennadijovych,,residential,99,50,50,1,,,,,,,,,
139.180.224.57,139.180.224.56/31,NA,North America,,US,United States,CA,California,San Francisco,807,94119,37.7751,-122.4193,1000,,US,,,,,,64267,Sprious LLC,sprious.com,Sprious LLC,Sprious LLC,,hosting,99,60,20,10,,,,1,,,1,,
62.122.92.83,62.122.92.64/27,EU,Europe,,RU,Russia,VGG,Volgograd Oblast,Volzhskiy,,404102,48.7871,44.7778,1000,,RU,,,,,,47844,LLC Group Tower Telecom,ahtuba.com,LLC Group Tower Telecom,LLC Group Tower Telecom,,residential,80,60,60,10,,,,,,,,,
202.62.48.170,202.62.48.160/27,AS,Asia,,KH,Cambodia,12,Phnom Penh,Phnom Penh,,,11.5583,104.9121,1,,KH,,,,,,23673,"Cogetel Online, Cambodia, ISP",,Cogetel Online,Cogetel Online,20.8,residential,80,70,70,,,,,,,,,,
183.30.184.47,183.30.184.46/31,AS,Asia,,CN,China,GD,Guangdong,Foshan,,,23.0287,113.1341,100,,CN,,,,,,4134,"No.31,Jin-rong Street",,China Telecom,China Telecom,5,residential,99,80,60,,,,,,,,,,
5.153.178.105,5.153.178.105/32,EU,Europe,,UA,Ukraine,30,Kyiv City,Kyiv,,03048,50.4332,30.5219,200,,UA,,,,,,209595,PE Krasnyj Andrij Hennadijovych,dn.ua,LLC fticom,PE Krasnyj Andrij Hennadijovych,,residential,99,50,50,1,,,1,,,,,,
109.184.241.30,109.184.241.0/26,EU,Europe,,RU,Russia,NIZ,Nizhny Novgorod Oblast,Balakhna,,606400,56.4899,43.6011,20,,RU,,,,,,12389,Rostelecom,mts-nn.ru,Rostelecom,Rostelecom,43.7,residential,99,99,50,1,,,,,,,,,
161.129.69.56,161.129.69.56/31,NA,North America,,US,United States,IL,Illinois,Elk Grove Village,602,60007,42.0048,-87.9954,1000,,US,,,,,,8100,QuadraNet Enterprises LLC,quadranet.com,QuadraNet,QuadraNet,,hosting,99,10,10,1,854,23775,,1,,,1,,
185.217.71.156,185.217.71.156/30,EU,Europe,1,IT,Italy,RM,Rome,Rome,,00155,41.8904,12.5124,500,1,IT,,,,,,9009,M247 Ltd,,M247 Europe SRL,M247 Ltd Rome Network,,hosting,99,,20,0,,,,1,,,1,,
151.62.146.13,151.62.146.0/26,EU,Europe,1,IT,Italy,TN,Province of Trente,Levico Terme,,38056,46.0122,11.3043,100,1,IT,,,,,,1267,Wind Tre S.p.A.,,Wind Tre,Wind Tre,6.7,residential,99,,10,20,,,,,,,,,
183.30.187.5,183.30.187.0/28,AS,Asia,,CN,China,GD,Guangdong,Guangzhou,,,23.1167,113.25,100,,CN,,,,,,4134,"No.31,Jin-rong Street",,China Telecom,China Telecom,5,residential,99,80,60,,,,,,,,,,
5.188.44.47,5.188.44.0/25,EU,Europe,,RU,Russia,MOW,Moscow,Moscow,,129110,55.7527,37.6172,1000,,RU,,,,,,44050,Petersburg Internet Network ltd.,,Petersburg Internet Network ltd.,Petersburg Internet Network ltd.,,hosting,99,90,90,1,,,,1,,,1,,
154.16.165.255,154.16.165.255/32,AS,Asia,,KH,Cambodia,,,,,,13,105,1000,,KH,,,,,,131178,OpenNet ISP Cambodia,,OpenNet ISP Cambodia,OpenNet ISP Cambodia,,hosting,99,,,,1489,25513,,1,1,,1,,
91.236.74.31,91.236.74.28/30,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,198540,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr inz. Andrzej Niechcial,,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,,residential,99,,,,,,,,,,,,
91.236.74.3,91.236.74.0/28,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,198540,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr inz. Andrzej Niechcial,,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,,residential,99,,,,,,,,,,,,
183.30.186.38,183.30.186.0/26,AS,Asia,,CN,China,GD,Guangdong,Guangzhou,,,23.1167,113.25,100,,CN,,,,,,4134,"No.31,Jin-rong Street",,China Telecom,China Telecom,5,residential,99,80,60,,,,,,,,,,
91.236.74.26,91.236.74.26/31,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,198540,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr inz. Andrzej Niechcial,,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,,residential,99,,,,,,,,,,,,
91.236.74.6,91.236.74.0/28,EU,Europe,1,PL,Poland,,,,,,52.2394,21.0362,200,1,PL,,,,,,198540,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr inz. Andrzej Niechcial,,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,Przedsiebiorstwo Uslug Specjalistycznych ELAN mgr,,residential,99,,,,,,,,,,,,
2.224.128.114,2.224.128.112/29,EU,Europe,1,IT,Italy,VR,Provincia di Verona,Verona,,37138,45.4317,10.9859,50,1,IT,,,,,,12874,Fastweb,,Fastweb,Fastweb,64,residential,99,,50,10,,,,,,,,,
